,Name,/people/deceased_person/date_of_death,/people/person/gender,/people/person/age,/people/person/date_of_birth
56062,Louis van Gasteren Sr.,1962-07-09,Male,[],1887-11-14 00:00:00
56065,Giuseppe Savagnone,1984,Male,[],1902-11-27 00:00:00
56066,Bruno Devoldère,2008-02-15,Male,[],1948-05-18 00:00:00
56080,Louis-Emile Galey,1997-07-20,Male,[],1904-10-04 00:00:00
56082,Pasquale Africano,2008-08-30,Male,[],1944-05-31 00:00:00
56086,Elise Menage Challa,1962-09-26,Female,[],1891-07-08 00:00:00
56091,Theo Mann-Bouwmeester,1939-04-18,Female,[],1850-04-19 00:00:00
56093,Marie Sloot,1927-06-13,Female,[],1853-01-13 00:00:00
56108,Marthe Alycia,1994-05-31,Female,[],1903-07-19 00:00:00
56150,György Pintér,2003-09-04,Male,[],1929-01-11 00:00:00
56157,György Sós,1993-08-11,Male,[],1927-08-25 00:00:00
56162,Giorgos Danis,1995,Male,[],1920-01-01 00:00:00
56165,Beatriz Candosa Sinde,2000-10-14,Female,[],1908-01-26 00:00:00
56177,Shin Watarai,2001-05-28,Male,[],1918-12-13 00:00:00
56178,Ralph Fitzsimmons,1948-09-02,Male,[],1876-04-28 00:00:00
56185,Francisco de Almeida Filipe,1989,Male,[],1895-11-25 00:00:00
56187,Ruth Stevens,1989-03-27,Female,[],1903-03-21 00:00:00
56192,Stratis Karras,1992,Male,[],1934-01-01 00:00:00
56202,Sophie Willemse,1968-04-07,Female,[],1901-09-06 00:00:00
56205,Everett A. Hughes,1975-04-02,Male,[],1903-02-12 00:00:00
56217,Eric Bengtson,1948-04-06,Male,[],1897-07-31 00:00:00
56230,Margareta 'Marjo' Bergman,2004-04-03,Female,[],1922-03-24 00:00:00
56240,Ottilie Rose Minna,1932,Female,[],1855-01-01 00:00:00
56241,Alfred Greenwood,1912,Male,[],1842-01-01 00:00:00
56242,Romain DeConinck,1994-12-01,Male,[],1915-12-07 00:00:00
56244,Hake Hansen,1932,Male,[],1890-01-01 00:00:00
56249,Dale Olson,2012-08-09,Male,[],1934-02-20 00:00:00
56268,Anna-Lisa Ryding,1982-10-10,Female,[],1903-04-09 00:00:00
56269,Ingeborg Cederlund,1930,Female,[],1888-01-01 00:00:00
56270,Denis Percy Stewart Doyle,1955-03-09,Male,[],1909-03-17 00:00:00
56271,Arthur Alleyne Kingsley Doyle,1918-10-28,Male,[],1892-11-15 00:00:00
56275,Mary Louise Doyle,1976-06-12,Female,[],1889-01-28 00:00:00
56289,Edith Wallén,1960-06-29,Female,[],1891-10-21 00:00:00
56290,Tilly Lus,1971-07-25,Female,[],1888-06-28 00:00:00
56301,Barbara Fijewska,2005-01-01,Female,[],1919-10-06 00:00:00
56302,Nina Schulman,2008-04-10,Female,[],1939-09-26 00:00:00
56305,Sheila Aza,2006-10-23,Female,[],1924-07-29 00:00:00
56306,Josephine van Gasteren,1989-03-01,Female,[],1917-03-22 00:00:00
56307,Charles Janssens,1986-08-23,Male,[],1906-06-08 00:00:00
56327,Rafael Bouwmeester,1926-05-11,Male,[],1878-12-29 00:00:00
56328,Zachary Scott Sr.,1964,Male,[],1880-01-01 00:00:00
56336,Marcella Melnati,1958-07-13,Female,[],1870-10-17 00:00:00
56339,Nora Oosterwijk,1988-05-22,Female,[],1898-01-17 00:00:00
56343,Boris Lapicki,1974-01-28,Male,[],1889-01-01 00:00:00
56344,Jos Gevers,1977-03-15,Male,[],1894-08-22 00:00:00
56349,Fabrizio Sarazani,1987-08-22,Male,[],1905-01-01 00:00:00
56353,Mart Gevers,2000-11-05,Female,[],1932-07-29 00:00:00
56354,Justus Samuel Bergman,1929-07-29,Male,[],1871-05-02 00:00:00
56355,Friedel Bergman,1918-01-25,Female,[],1884-09-12 00:00:00
56358,Joseph Wasowski,1947-10-21,Male,[],1885-04-14 00:00:00
56370,Vsevolod Kuznetsov,2003-07-05,Male,[],1928-06-09 00:00:00
56371,Kazimierz Mann,1975-08-09,Male,[],1910-10-07 00:00:00
56383,Fernanda Coimbra,1991-10-11,Female,[],1903-07-14 00:00:00
56395,Lydia Molander,1929,Female,[],1851-12-22 00:00:00
56398,Harald Molander Sr,1900-11-22,Male,[],1858-03-17 00:00:00
56407,Kitty Kluppell,1982-10-13,Female,[],1897-01-12 00:00:00
56408,Cor Ruys,1952-09-22,Male,[],1889-02-10 00:00:00
56436,Ragnhild Prim,1975-01-25,None,[],1890-09-20 00:00:00
56437,Stina Bergman,1976-07-03,Female,[],1888-04-29 00:00:00
56447,Eberhard Erfmann,1944-07-20,Male,[],1866-11-02 00:00:00
56448,Minny Erfmann,1981-03-17,Female,[],1900-03-21 00:00:00
56457,Frits Bouwmeester,1959,Male,[],1885-01-01 00:00:00
56462,Giorgio Agliani,1996,Male,[],1910-10-02 00:00:00
56463,Margareta Bergman,1990-02-23,Female,[],1901-01-28 00:00:00
56464,Göran Bernhard,1998-06-24,Male,[],1932-01-20 00:00:00
56465,Bror Bügler,1975-10-03,Male,[],1908-12-11 00:00:00
56467,Małgorzata Lorentowicz,2005-05-08,Female,[],1927-01-08 00:00:00
56485,Dante Majeroni,1939,Male,[],1863-01-01 00:00:00
56486,Francisco de Castro,2000-07-27,Male,[],1925-01-17 00:00:00
56501,M. Curtis Price,2002-01-18,None,[],1939-10-07 00:00:00
56505,William Hunter,1967-02,Male,[],1891-02-26 00:00:00
56509,David D. Caldwell,1999-02-08,Male,[],1940-06-29 00:00:00
56528,Giuli Chokhonelidze,2008-12-27,Male,[],1929-04-10 00:00:00
56531,Nikolai Barmin,1997-01-12,Male,[],1922-03-23 00:00:00
56532,Mikaela Drozdovskaya,1978-11-14,Female,[],1937-03-10 00:00:00
56584,Beverly Johnson,1994-04-03,Female,[],1947-04-22 00:00:00
56593,Helen Booth,1971-02-05,Female,[],1907-01-01 00:00:00
56622,Juan de la Cabada,1986-09-26,Male,[],1899-09-04 00:00:00
56623,Francisco Rojas González,1951-12-11,Male,[],1904-03-10 00:00:00
56625,José Miguel García Ascot,1986-08-14,Male,[],1927-03-24 00:00:00
56643,Tatsuya Jô,1995-02-25,Male,[],1931-12-13 00:00:00
56644,Ryôko Kinomiya,2013-11-25,Female,[],1931-07-10 00:00:00
56645,Jan Pruis,1966-10-02,Male,[],1920-11-25 00:00:00
56670,Sofie Vorlícková,2009-02-06,Female,[],1930-08-15 00:00:00
56683,Olin Bosák,1996-07-03,Male,[],1922-04-08 00:00:00
56689,Henri Collen,1924-07-24,Male,[],1876-06-03 00:00:00
56711,Edmund Villa,2011-05-29,Male,[],1941-07-06 00:00:00
56713,Adele Burnett,2009-01-02,Female,[],1920-02-11 00:00:00
56717,Ivo Jurisa,1994-04-02,Male,[],1918-08-26 00:00:00
56733,Sol Alameda,2009-07-24,Female,[],1943-01-01 00:00:00
56749,Miloš Zelnickova,1990-10,Male,[],1927-01-01 00:00:00
56760,Mara Landi,2011-11-28,Female,[],1923-05-10 00:00:00
56806,Ivo Gubel,1988-10-27,Male,[],1921-08-23 00:00:00
56807,Alena Kreuzmannová,1993-04-12,Female,[],1929-10-15 00:00:00
56820,Yuri Zhdanov,1986-04-09,Male,[],1925-11-29 00:00:00
56826,Martijn de Vries,1943-04-30,Male,[],1913-09-18 00:00:00
56829,André Thomas,1955-12,Male,[],1911-12-25 00:00:00
56831,Jopie Tourniaire,1969-02-12,Female,[],1888-08-10 00:00:00
56832,Hesje de Vries,1968-05-12,Female,[],1909-07-22 00:00:00
56851,"John Bowie, Jr.",1753,Male,[],1708-01-01 00:00:00
56852,Alfonso Grosso,1995-04-11,Male,[],1928-01-06 00:00:00
56853,William Bowie,1826,Male,[],1776-01-29 00:00:00
56856,Annie Metman-Slinger,1975-07-12,Female,[],1891-09-22 00:00:00
56857,Eloísa Muro,1979-05-01,Female,[],1896-01-01 00:00:00
56858,Mariano Asquerino,1957-12-05,Male,[],1889-05-05 00:00:00
56860,H.W. Metman,1939-02-08,Male,[],1875-02-21 00:00:00
56864,Captain William Bowie,1791-03,Male,[],1721-01-01 00:00:00
56883,Riekje Kleij,1930,Female,[],1871-01-01 00:00:00
56884,Lena Kley,1947-03-13,Female,[],1866-01-18 00:00:00
56885,Rika de la Mar Kleij,1934-07-05,Female,[],1852-12-21 00:00:00
56890,Rido,1956,Male,[],1882-01-01 00:00:00
56891,Wilhelmina Kleij,1934-09-15,Female,[],1845-11-24 00:00:00
56892,Jaap Van der Poll,1977-09-08,Male,[],1889-06-19 00:00:00
56896,Theo Frenkel Jr.,1955-06-03,Male,[],1893-03-01 00:00:00
56897,Julie Meijer,1963-03-21,Female,[],1878-09-21 00:00:00
56898,Annie Wesling,1957-11-29,Female,[],1888-12-28 00:00:00
56917,Jetty Kremer,1997-11-03,Female,[],1910-06-08 00:00:00
56918,Louis Davids,1939-07-01,Male,[],1883-12-19 00:00:00
56920,Nola Hatterman,1984-05-08,Female,[],1899-08-12 00:00:00
56922,Maurits de Vries,1946-11-26,Male,[],1885-12-29 00:00:00
56925,Riek Kloppenburg,1941-12-26,Female,[],1869-07-04 00:00:00
56926,Vera van Haeften,1980-04-08,Female,[],1897-01-13 00:00:00
56927,Heintje Davids,1975-02-14,Female,[],1888-02-13 00:00:00
56985,Koba Kinsbergen,1985-04-02,Female,[],1895-03-28 00:00:00
57005,Nap de la Mar,1930-07-03,Male,[],1878-01-17 00:00:00
57007,Fien de la Mar,1965-04-23,Female,[],1898-02-02 00:00:00
57011,Alan Armstrong,1986,Male,[],1933-01-01 00:00:00
57021,Catharina Kinsbergen-Rentmeester,1938-05-02,Female,[],1873-06-27 00:00:00
57023,Nelly De Heer,1918-10-02,Female,[],1856-01-08 00:00:00
57025,Sien De la Mar-Kloppers,1944-07-10,Female,[],1881-03-05 00:00:00
57057,Louise Gibney,1986-09-22,Female,[],1895-12-06 00:00:00
57103,João Bethencourt,2006-12-31,Male,[],1924-01-01 00:00:00
57115,Carl Thayler,2005-11-06,Male,[],1933-04-29 00:00:00
57142,Jacques Roitfeld,1999,Male,[],1889-01-19 00:00:00
57183,Maynie Sirén,2003-12-19,Female,[],1924-08-27 00:00:00
57191,Greta Lobo-Braakensiek,1926-09-09,Female,[],1882-05-13 00:00:00
57196,Inger Taube,1996-12-23,Female,[],1939-08-14 00:00:00
57211,Georg Muschner,1971-05-17,Male,[],1885-06-12 00:00:00
57219,J.A. Putto,1965,Male,[],1899-03-03 00:00:00
57226,Marie Spiljar,1954-05-08,Female,[],1891-12-18 00:00:00
57227,Charles Braakensiek,1968-11-18,Male,[],1883-11-24 00:00:00
57230,Betty van Es,1955-07-23,Female,[],1900-06-12 00:00:00
57236,Roger Sword,2010-12-04,Male,[],1933-01-10 00:00:00
57240,Heimo Lepistö,1975-09-12,Male,[],1908-01-10 00:00:00
57245,Kauko Laurikainen,1993-05-20,Male,[],1924-03-20 00:00:00
57263,Yard Van Staalduynen,1961-04-27,Male,[],1876-11-09 00:00:00
57264,Jeanne Van der Pers,1987-01-18,Female,[],1895-09-07 00:00:00
57265,Renee Spiljar,1991-09-13,Female,[],1913-01-29 00:00:00
57266,Ruggero Capodaglio,1946,Male,[],1880-01-01 00:00:00
57273,Manuel Ciges Aparicio,1936,Male,[],1873-01-14 00:00:00
57282,Ernest Guimond,1977-06-22,Male,[],1897-01-01 00:00:00
57283,Maurice Beaupré,1984-03-14,Male,[],1907-01-01 00:00:00
57284,Robert Rivard,1989-10-08,Male,[],1927-05-29 00:00:00
57295,Tyyne Haarla,1968-11-18,Female,[],1892-11-02 00:00:00
57302,Pierre Perin,1960-09-06,Male,[],1888-03-23 00:00:00
57306,Aino-Inkeri Notkola,1999-01-18,Female,[],1903-10-24 00:00:00
57333,Habib Benglia,1960-12-02,Male,[],1895-08-25 00:00:00
57344,Fernando Peixoto,2012-01-15,Male,[],1937-05-19 00:00:00
57387,None,1988,Male,[],1916-01-01 00:00:00
57419,Jan Włodarczyk,2013-02-19,Male,[],1934-06-22 00:00:00
57428,Vassilis Manoussakis,1998-12-08,Male,[],1933-02-11 00:00:00
57444,Zofia Malynicz,1988-01-22,Female,[],1905-07-08 00:00:00
57445,Maria Kierzkowa,1964-11-19,Female,[],1896-12-07 00:00:00
57446,Natalia Szymanska,1975-01-13,Female,[],1896-07-27 00:00:00
57447,Wlodzimierz Skoczylas,1993-09-29,Male,[],1923-05-07 00:00:00
57448,Gustaw Buszynski,1962-03-14,Male,[],1888-11-25 00:00:00
57449,Marian Rulka,1983-11-13,Male,[],1929-07-22 00:00:00
57463,Richard De Roy,2008-03-08,Male,[],1930-05-14 00:00:00
57468,Aarne Tarkas,1976-10-07,Male,[],1923-12-19 00:00:00
57492,Chikufu Takamine,1936,Male,[],1879-01-01 00:00:00
57506,Elisabeth Christ,1966-06-06,Female,[],1880-10-10 00:00:00
57507,Friedrich Drumpf,1918-03-30,Male,[],1869-03-14 00:00:00
57511,"Fred Trump, Jr.",1981,Male,[],1938-01-01 00:00:00
57517,Frank Kesson,1939-09-29,Male,[],1885-08-27 00:00:00
57529,Arkadi Trusov,1982-07-23,Male,[],1905-01-10 00:00:00
57530,Pavel Shalnov,2012-03-05,Male,[],1926-04-06 00:00:00
57535,Masaaki Terada,1989-07-12,Male,[],1912-01-03 00:00:00
57554,Dominic Tarantino,2004,Male,[],1915-01-01 00:00:00
57556,Mario Puccini,1957-12-05,Male,[],1887-07-29 00:00:00
57578,Massimo Mida,1992-04-21,Male,[],1917-05-05 00:00:00
57579,Lan Adomian,1979-05-09,Male,[],1905-08-29 00:00:00
57582,Rosina Anselmi,1965-05-23,Female,[],1880-07-26 00:00:00
57633,Helena Makowska,1993-10-01,Female,[],1918-05-18 00:00:00
57635,Julio Taboada,1962-09-15,Male,[],1890-01-01 00:00:00
57649,Giampiero Becherelli,2010-06-14,Male,[],1929-08-19 00:00:00
57676,Teresa Roszkowska,1992-10-25,Female,[],1904-11-23 00:00:00
57690,Novella Parigini,1993-09-30,Female,[],1921-04-29 00:00:00
57709,Marek Iwaszkiewicz,1989-05-03,Male,[],1912-02-24 00:00:00
57710,Herbert Sandberg,1966-01-07,Male,[],1902-02-26 00:00:00
57745,Walter Lawrence,1961-01-19,Male,[],1901-09-03 00:00:00
57774,William H. Cannon,1990-11-14,Male,[],1907-06-04 00:00:00
57775,Ferenc Szabó,1978-09-28,Male,[],1900-09-16 00:00:00
57822,Giuseppe Maffioli,1985-06-03,Male,[],1925-04-28 00:00:00
57823,Augusto Mastrantoni,1975-09-25,Male,[],1894-08-10 00:00:00
57825,Pippo Starnazza,1975-07-16,Male,[],1909-04-16 00:00:00
57829,Jan Buderman,1920-03-24,Male,[],1851-01-09 00:00:00
57830,Kees Lageman,1929-05-13,Male,[],1855-09-04 00:00:00
57836,Kazimierz Kozniewski,2005-04-15,Male,[],1919-07-26 00:00:00
57848,Maja Håge,1988-09-24,Female,[],1905-03-19 00:00:00
57857,Walter McEwen,1986-04-15,Male,[],1906-09-23 00:00:00
57870,Nakamura Karoku I,1859-07-30,Male,[],1779-01-01 00:00:00
57877,Aleksander Ford,2012-10-07,Male,[],1944-10-08 00:00:00
57883,María de Serraglí,1922,Female,[],1836-01-01 00:00:00
57912,Louis Chrispijn Jr.,1931-08-14,Male,[],1876-06-06 00:00:00
57914,Otto Reichow,2000-10-20,Male,[],1904-12-04 00:00:00
57922,Teréz Nagyajtay,1978-01-12,Female,[],1897-08-10 00:00:00
57924,József Pán,1956-03-18,Male,[],1901-05-31 00:00:00
57934,Artúr Somlay,1951-11-11,Male,[],1883-02-28 00:00:00
57936,Tamás Major,1986-04-13,Male,[],1910-01-26 00:00:00
57937,Gyula Benkő,1997-06-30,Male,[],1918-08-22 00:00:00
57938,Lajos Rajczy,1957-05-22,Male,[],1914-07-01 00:00:00
57975,"Obadiah ""Obe"" Scott",1998,Male,[],1899-01-01 00:00:00
57976,Bernice McMurray Scott,1996,Female,[],1904-01-01 00:00:00
58019,Leonor Llausás,2003-02-13,Female,[],1929-08-03 00:00:00
58039,Nikola Radanovic,1982-09-11,None,[],1911-03-03 00:00:00
58043,Gonzalo Elvira,1972-06-14,Male,[],1909-01-01 00:00:00
58054,Zoran Ristanovic,1977-07-01,Male,[],1924-01-01 00:00:00
58056,Milutin 'Mica' Tatic,1991-03-25,Male,[],1923-05-29 00:00:00
58063,Koji Shundo,2001-10-13,Male,[],1916-11-27 00:00:00
58068,Alicia Palacios,1981,Female,[],1919-01-01 00:00:00
58075,Viking Göransson,1985,Male,[],1900-01-01 00:00:00
58116,Betty Kean,1986-09-29,Female,[],1915-12-15 00:00:00
58119,Joe Hecht,2005-12-31,Male,[],1920-01-18 00:00:00
58121,Josefina Serratosa,1990-12-14,Female,[],1911-03-05 00:00:00
58134,Dick Linkroum,2007-08-20,Male,[],1915-03-20 00:00:00
58145,Kuroemon Onoe,2004-03-28,Male,[],1922-01-22 00:00:00
58181,Frank Gill Jr.,1970-07-11,Male,[],1907-12-17 00:00:00
58182,Viktor Kolpakov,1972-09-14,Male,[],1904-05-01 00:00:00
58188,Ernest Dryden,1938-03-16,Male,[],1887-08-03 00:00:00
58192,Kjell Sucksdorff,2004-05-20,Male,[],1945-11-23 00:00:00
58202,Eustace Lycett,2006-11-16,Male,[],1914-12-21 00:00:00
58211,Lluís Torner,1999-06-05,Male,[],1922-02-01 00:00:00
58212,Erasmo Pascual,1975-06-07,Male,[],1903-05-06 00:00:00
58220,H. Glenn Canary,2008,Male,[],1934-01-01 00:00:00
58233,Antonio Pérez Olea,2005-01-05,Male,[],1923-12-11 00:00:00
58241,Gustl Busch,1969-02-17,Female,[],1900-12-08 00:00:00
58242,Elisabeth Lennartz,2001-05-14,Female,[],1902-11-13 00:00:00
58243,Friedrich Meyer,1993-08-20,Male,[],1915-03-05 00:00:00
58275,Karin Eriksson,1976-04-28,Female,[],1893-12-04 00:00:00
58276,Amilcare Pettinelli,1963-09-09,Male,[],1886-10-01 00:00:00
58283,Bertil Schedin,1942-12-24,Male,[],1898-11-10 00:00:00
58288,Edith Viktorsson,1976,Female,[],1902-01-01 00:00:00
58292,Ezio D'Errico,1972-04-21,Male,[],1892-07-05 00:00:00
58294,Mario Ferrero,2012-09-09,Male,[],1922-05-25 00:00:00
58295,Lina Volonghi,1991-02-24,Female,[],1914-09-04 00:00:00
58296,Fortunato Cecilia,1998,Male,[],1935-01-01 00:00:00
58303,Vic Suneson,1975-09-05,Male,[],1911-11-11 00:00:00
58308,Jim Bullock,2000-05-12,Male,[],1923-08-12 00:00:00
58330,Victor Duncan,2007-09-18,Male,[],1924-10-04 00:00:00
58333,Axel Monjé,1962-08-18,Male,[],1910-06-06 00:00:00
58335,Herbert Wilk,1977-11-02,Male,[],1905-05-10 00:00:00
58341,Elsa Berglund,1967-05-15,Female,[],1885-01-14 00:00:00
58342,Irms Pauli,1988-06-16,Female,[],1926-10-02 00:00:00
58344,Kurt Hasse,1999-03-07,Male,[],1916-06-04 00:00:00
58355,Harry Roeck-Hansen,1959-08-08,Male,[],1891-06-13 00:00:00
58405,Igrejas Caeiro,2012-02-19,Male,[],1917-08-15 00:00:00
58406,Idalina Guimarães,1995-04-19,Female,[],1919-04-17 00:00:00
58409,José Amaro,1975-09-15,Male,[],1915-12-11 00:00:00
58410,Carlos Velosa,1989-05-13,Male,[],1914-08-28 00:00:00
58416,Baltasar de Azevedo,1957,Male,[],1906-04-06 00:00:00
58439,Ella Taube,1966-08-03,Female,[],1884-04-16 00:00:00
58440,Mathias Taube,1934-06-23,Male,[],1876-09-21 00:00:00
58446,Manuel Luís Vieira,1952-08-23,Male,[],1885-06-21 00:00:00
58447,Ruy Coelho,1986-05-05,Male,[],1889-03-03 00:00:00
58489,Majken Cullborg,2006-10-18,Female,[],1920-06-11 00:00:00
58541,Shosei Muto,1994-11-05,Male,[],1935-10-20 00:00:00
58553,Jerzy Buchwald,2005-02-23,Male,[],1930-01-30 00:00:00
58561,Cherry Enoki,2008-11-28,Female,[],1975-02-21 00:00:00
58565,Kazimierz Sioma,2013-03-17,Male,[],1941-01-01 00:00:00
58580,Franco Parenti,1989-04-28,Male,[],1921-12-07 00:00:00
58596,Irvin Talbot,1973-12,Male,[],1894-01-27 00:00:00
58601,Ragnvi Lindbladh,1975-07-30,Female,[],1923-11-22 00:00:00
58602,Ester Roeck Hansen,1987-06-14,Female,[],1897-08-12 00:00:00
58603,Hanny Schedin,1976-12-29,Female,[],1900-11-14 00:00:00
58604,Ulla-Bella Fridh,1993-10-27,Female,[],1929-12-09 00:00:00
58648,Lucia Alberti,1995-02-09,Female,[],1921-03-26 00:00:00
58653,Anna Salvatore,1978-05-18,Female,[],1923-01-01 00:00:00
58655,Karl Hackenberg,2002-06-02,Male,[],1932-05-15 00:00:00
58679,John King,2010-10-26,Male,[],1947-01-04 00:00:00
58689,Augusto Camerini,1972-12-18,Male,[],1894-01-21 00:00:00
58696,Paul Hunt,2011-09-13,Male,[],1943-10-14 00:00:00
58732,Ingeborg Bengtson,1980-01-19,Female,[],1891-05-02 00:00:00
58733,Neda Naldi,1993-06-26,Female,[],1913-01-30 00:00:00
58742,Hedy Pfundmeyer,1965-11-05,Female,[],1899-12-01 00:00:00
58755,Czeslaw Raniszewski,1963-01-24,Male,[],1913-03-28 00:00:00
58756,Walter Haag,1978-04-20,Male,[],1898-02-14 00:00:00
58767,Czeslaw Swirta,2008-01-30,Male,[],1925-06-14 00:00:00
58779,Artur Malawski,1957-12-26,Male,[],1904-07-04 00:00:00
58805,Jochen Huth,1984-11-17,Male,[],1905-05-24 00:00:00
58809,Weronika Milosz,1945-12-08,Female,[],1887-01-01 00:00:00
58810,Aleksander Milosz,1959,Male,[],1883-01-01 00:00:00
58822,Czeslaw Piaskowski,1994-03-11,Male,[],1903-05-13 00:00:00
58830,Orazio Costa,1999-11-14,Male,[],1911-08-06 00:00:00
58834,Fulvia Mammi,2006-06-04,Female,[],1927-05-25 00:00:00
58838,Vladimir Vladislavsky,1970-10-05,Male,[],1891-06-13 00:00:00
58839,Vasili Zajchikov,1947-08-18,Male,[],1888-02-06 00:00:00
58860,Kazimierz Wilamowski,1978-12-27,Male,[],1896-03-23 00:00:00
58863,Loulou Forsell,1954-01-12,Female,[],1922-07-02 00:00:00
58871,Zygmunt Malawski,1983-08-30,Male,[],1923-08-03 00:00:00
58877,Pilar Serrano,1997,Female,[],1926-01-01 00:00:00
58878,Sidney Mason,1923-03-01,Male,[],1886-01-01 00:00:00
58880,Jerzy Pietraszkiewicz,2005-08-02,Male,[],1917-08-09 00:00:00
58885,Józef Łodyński,1984-02-06,Male,[],1919-10-19 00:00:00
58889,Michal Melina,1956-03-29,Male,[],1890-08-05 00:00:00
58902,Ninni Löfberg,2008-04-09,Female,[],1918-06-07 00:00:00
58903,Karin Alexandersson,1948-11-21,Female,[],1878-11-22 00:00:00
58904,Gösta Ericsson,1967-02-02,Male,[],1899-06-21 00:00:00
58905,Inge Wærn,2010-08-04,Female,[],1918-02-07 00:00:00
58906,Henrik Schildt,2001-03-15,Male,[],1914-07-10 00:00:00
58907,Carla Eck,2001-12-30,Female,[],1919-01-13 00:00:00
58909,Jerzy Kaliszewski,1990-05-31,Male,[],1912-06-08 00:00:00
58921,Alexander Romm,1943-10-02,Male,[],1898-03-18 00:00:00
58922,Lucjan Dytrych,1989-01-29,Male,[],1903-01-05 00:00:00
58930,Cecilia Aura Cross,2007,Female,[],1968-01-01 00:00:00
58949,Eva Bildt,1945-04-27,Female,[],1916-01-29 00:00:00
58956,Max Linder,1948-07-18,Male,[],1901-07-21 00:00:00
58966,Harald Berglund,1980-11-23,None,[],1904-03-31 00:00:00
58969,Yuri Timoshenko,1986-12-01,Male,[],1919-06-02 00:00:00
58995,John Cotton,1934,None,[],1844-01-01 00:00:00
59009,Ethel Eve Mulligan,1996-05-21,Female,[],1903-03-25 00:00:00
59010,Claudius Gregg Meriwether,1954-07-15,Male,[],1904-10-13 00:00:00
59015,Tokizo Nakamura IV,1962-01-28,Male,[],1927-12-01 00:00:00
59017,Maj Fant,1995-11-13,Female,[],1930-05-01 00:00:00
59018,Jaroslaw Skulski,1977-07-22,Male,[],1907-03-30 00:00:00
59028,Kanzaburo Nakamura XVII,1988-04-16,Male,[],1909-07-29 00:00:00
59060,Ed White,1978-09-15,Male,[],1919-05-01 00:00:00
59062,Janusz Ziejewski,1973-11-26,Male,[],1906-03-25 00:00:00
59087,Mikhail Kuznetsov,1986-08-23,Male,[],1918-02-25 00:00:00
59088,Yekaterina Litvinenko,1997,Female,[],1921-11-07 00:00:00
59089,Minnie Mae,1998,Female,[],1897-01-01 00:00:00
59090,Carl Severinsen,1972,Male,[],1898-01-01 00:00:00
59097,Shinsuke Achiha,2007-05-04,Male,[],1940-03-21 00:00:00
59100,Gertrude Scott,1951-12-23,Female,[],1871-01-01 00:00:00
59101,Heinz Sandauer,1979-08-05,Male,[],1911-01-09 00:00:00
59104,Jan Swiderski,1988-10-18,Male,[],1916-01-14 00:00:00
59110,Ron Alexander,1995-04-24,Male,[],1917-02-16 00:00:00
59128,Sue Sally Hale,2003,Female,[],1937-01-01 00:00:00
59131,Fernando Martinez,2010-11-09,Male,[],1921-10-28 00:00:00
59174,Nakajirô Tomita,1990-11-15,Male,[],1911-11-01 00:00:00
59194,Louis Goodrich,1945-01-31,Male,[],1865-01-01 00:00:00
59197,Olga von Togni,1992-05-15,Female,[],1914-12-19 00:00:00
59198,Otto Bolesch,2005-04-07,Male,[],1918-07-17 00:00:00
59222,Baynham Honri,1987-02-10,Male,[],1903-10-28 00:00:00
59223,Stanley Detlie,1976-11,Male,[],1904-12-23 00:00:00
59232,Vladimir Vojtenko,1978-08-10,Male,[],1912-01-15 00:00:00
59237,Bill Alton,1998-03-23,Male,[],1924-09-17 00:00:00
59260,Tonina Jackson,1969-11,Male,[],1921-03-01 00:00:00
59282,Lidiya Kompaniyets,2003-12-30,None,[],1914-03-12 00:00:00
59286,Josef Celerin,1971-04-22,Male,[],1898-11-19 00:00:00
59288,Isaak Shmaruk,1986-08-02,None,[],1910-08-22 00:00:00
59295,Václav Bednár,1987-11-12,Male,[],1905-12-20 00:00:00
59297,Fritz Lück,1967-04-08,Male,[],1880-12-20 00:00:00
59298,Hans Sohnle,1976-03-24,Male,[],1895-09-17 00:00:00
59302,Bertus Onstee,1921-12-14,Male,[],1864-05-02 00:00:00
59310,Ferdinand Pecenka,1959-10-03,Male,[],1908-02-09 00:00:00
59311,Louise Dunlap,1940-03-31,Female,[],1860-02-22 00:00:00
59318,Evelyn Eunice Pyke-Nott,1959,Female,[],1870-01-01 00:00:00
59338,Walter Holten,1972-06-23,Male,[],1897-03-05 00:00:00
59344,Sten Sture Modéen,2000-09-18,Male,[],1920-02-04 00:00:00
59346,Sten Larsson,1986-10-26,Male,[],1912-06-19 00:00:00
59347,Maria Wimmer,1996-01-04,Female,[],1911-01-27 00:00:00
59348,Elfriede Kuzmany,2006-07-17,Female,[],1915-09-29 00:00:00
59352,Kurt Stieler,1963,None,[],1877-01-01 00:00:00
59359,Anders Andelius,1983-05-26,Male,[],1923-02-28 00:00:00
59361,Josua Bengtson,1958-12-15,Male,[],1882-01-10 00:00:00
